GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000197245	1	26485511	26489119	10	4	91261	1.2386	0.10774	FAM110D
ENSG00000142684	1	26496362	26498551	10	3	91261	1.9256	0.027074	ZNF593
ENSG00000142675	1	26503894	26516377	26	7	91261	2.0517	0.020098	CNKSR1
ENSG00000188782	1	26517052	26529459	59	10	91261	3.0001	0.0013495	CATSPER4
ENSG00000130695	1	26560691	26605299	138	12	91261	0.83471	0.20194	CEP85
ENSG00000142669	1	26605667	26608007	5	2	91261	1.6559	0.048868	SH3BGRL3
ENSG00000158062	1	26607819	26644854	125	10	91261	0.60552	0.27242	UBXN11
ENSG00000169442	1	26644448	26647014	11	3	91261	0.81039	0.20886	CD52
ENSG00000176092	1	26648350	26680621	93	13	91261	1.9309	0.026746	AIM1L
ENSG00000176083	1	26688125	26701013	46	9	91261	0.76177	0.2231	ZNF683
ENSG00000131914	1	26737269	26756213	34	10	91261	-1.7675	0.96143	LIN28A
ENSG00000117682	1	26758773	26797785	60	14	91261	-1.3497	0.91145	DHDDS
ENSG00000198830	1	26798941	26802463	5	2	91261	-1.4412	0.92523	HMGN2
ENSG00000117676	1	26856252	26901521	94	12	91261	0.63286	0.26341	RPS6KA1
ENSG00000117713	1	27022524	27108595	118	8	91261	-0.62419	0.73375	ARID1A
ENSG00000060642	1	27113963	27124889	13	4	91261	-0.73096	0.7676	PIGV
ENSG00000204160	1	27153201	27184093	46	8	91261	-1.0214	0.84646	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	91261	-0.55105	0.7092	SFN
ENSG00000142751	1	27202624	27216788	21	5	91261	-0.28619	0.61263	GPN2
ENSG00000198746	1	27216979	27226957	12	5	91261	0.1869	0.42587	GPATCH3
ENSG00000090273	1	27226729	27273353	66	10	91261	-0.51423	0.69645	NUDC
ENSG00000131910	1	27237980	27240457	5	2	91261	-0.095461	0.53803	NR0B2
ENSG00000175707	1	27276053	27286897	13	4	91261	0.38062	0.35174	C1orf172
ENSG00000253368	1	27320198	27327389	6	3	91261	-1.2542	0.89512	TRNP1
ENSG00000158246	1	27331511	27339327	8	3	91261	-1.0527	0.85377	FAM46B
ENSG00000090020	1	27425306	27493472	72	7	91261	-0.49067	0.68817	SLC9A1
ENSG00000142784	1	27561007	27635110	90	13	91261	0.20626	0.41829	WDTC1
ENSG00000186501	1	27648651	27662891	30	7	91261	-0.55173	0.70943	TMEM222
ENSG00000142765	1	27668513	27680421	30	9	91261	-0.11016	0.54386	SYTL1
ENSG00000142733	1	27681675	27693383	28	9	91261	-0.62265	0.73324	MAP3K6
ENSG00000142748	1	27695603	27701315	8	4	91261	0.0022273	0.49911	FCN3
ENSG00000174950	1	27705666	27709870	4	1	91261	0.75678	0.22459	CD164L2
ENSG00000181773	1	27719148	27722318	3	2	91261	1.0794	0.14021	GPR3
ENSG00000158195	1	27730730	27816669	122	9	91261	1.0026	0.15804	WASF2
ENSG00000126705	1	27860546	27930942	68	11	91261	0.92196	0.17828	AHDC1
ENSG00000000938	1	27938575	27961788	43	8	91261	1.512	0.06527	FGR
ENSG00000126709	1	27992572	27998729	10	2	91261	1.2187	0.11148	IFI6
ENSG00000009780	1	28052490	28089633	70	4	91261	1.4824	0.069118	FAM76A
ENSG00000117758	1	28099694	28150963	54	6	91261	1.4287	0.076544	STX12
ENSG00000117751	1	28157289	28178187	24	5	91261	1.0021	0.15815	PPP1R8
ENSG00000130775	1	28199055	28213196	53	10	91261	0.5029	0.30752	THEMIS2
ENSG00000117748	1	28218035	28241257	53	5	91261	0.31782	0.37531	RPA2
ENSG00000130768	1	28261504	28285668	72	10	91261	0.20457	0.41895	SMPDL3B
ENSG00000158156	1	28285973	28294607	18	7	91261	1.0259	0.15248	XKR8
ENSG00000158161	1	28296855	28415207	217	23	91261	0.80332	0.21089	EYA3
ENSG00000169403	1	28473677	28520447	53	13	91261	0.73779	0.23032	PTAFR
ENSG00000126698	1	28525967	28559536	91	11	91261	-0.52573	0.70046	DNAJC8
ENSG00000130770	1	28562620	28573417	39	4	91261	-1.6598	0.95152	ATPIF1
ENSG00000130766	1	28586038	28609002	48	10	91261	-0.66264	0.74622	SESN2
ENSG00000130772	1	28655513	28662476	9	5	91261	0.12983	0.44835	MED18
ENSG00000204138	1	28696114	28826881	379	11	91261	0.22552	0.41079	PHACTR4
ENSG00000180198	1	28832455	28865812	69	9	91261	0.42562	0.33519	RCC1
ENSG00000180098	1	28879597	28905051	44	8	91261	0.87948	0.18957	TRNAU1AP
ENSG00000120656	1	28915835	28969597	66	11	91261	-0.1489	0.55918	TAF12
ENSG00000188060	1	28918712	28921955	8	5	91261	0.076555	0.46949	RAB42
ENSG00000162419	1	28995244	29045865	67	7	91261	-1.0243	0.84714	GMEB1
ENSG00000198492	1	29063133	29096287	54	9	91261	-0.095443	0.53802	YTHDF2
ENSG00000116329	1	29138654	29190208	161	19	91261	0.67665	0.24931	OPRD1
ENSG00000159023	1	29213603	29446553	408	24	91261	1.3266	0.092315	EPB41
ENSG00000253304	1	29445940	29450447	11	4	91261	-0.57015	0.71571	TMEM200B
ENSG00000116350	1	29474255	29508499	66	14	91261	1.3687	0.08554	SRSF4
ENSG00000116353	1	29519385	29557454	93	15	91261	1.4659	0.071333	MECR
ENSG00000060656	1	29563028	29653325	226	32	91261	1.5002	0.066779	PTPRU
ENSG00000162510	1	31184124	31196434	32	4	91261	-1.1752	0.88004	MATN1
ENSG00000162511	1	31205316	31230667	67	20	91261	-0.42086	0.66307	LAPTM5
ENSG00000162512	1	31342314	31381608	80	24	91261	1.9241	0.027171	SDC3
ENSG00000134644	1	31404353	31538838	255	17	91261	2.5613	0.0052134	PUM1
ENSG00000084628	1	31652592	31712401	228	16	91261	0.78281	0.21687	NKAIN1
ENSG00000060688	1	31732417	31769662	96	7	91261	0.11514	0.45417	SNRNP40
ENSG00000121766	1	31769842	31837783	165	11	91261	-0.090126	0.53591	ZCCHC17
ENSG00000121769	1	31838472	31849697	20	7	91261	-0.35655	0.63929	FABP3
ENSG00000168528	1	31882412	31907525	68	7	91261	0.86805	0.19268	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	91261	1.1347	0.12825	AC114494.1
ENSG00000142910	1	32042116	32053288	12	7	91261	0.76382	0.22249	TINAGL1
ENSG00000121764	1	32083287	32098119	33	4	91261	0.0087902	0.49649	HCRTR1
ENSG00000162517	1	32095463	32110497	22	4	91261	-0.080566	0.53211	PEF1
ENSG00000084636	1	32117848	32169920	99	19	91261	0.5262	0.29938	COL16A1
ENSG00000121753	1	32192718	32230494	38	8	91261	0.9247	0.17756	BAI2
ENSG00000134668	1	32256023	32281652	44	11	91261	-0.45711	0.6762	SPOCD1
ENSG00000184007	1	32372022	32410457	45	9	91261	0.53862	0.29507	PTP4A2
ENSG00000121774	1	32479430	32526451	24	15	91261	1.2858	0.099261	KHDRBS1
ENSG00000121775	1	32537632	32568467	42	6	91261	0.22024	0.41284	TMEM39B
ENSG00000025800	1	32573639	32642169	80	10	91261	0.22497	0.411	KPNA6
ENSG00000084652	1	32645287	32663886	23	5	91261	-0.04237	0.5169	TXLNA
ENSG00000160050	1	32665987	32670988	3	2	91261	1.0635	0.14377	CCDC28B
ENSG00000160051	1	32671236	32674288	5	1	91261	-0.34865	0.63632	IQCC
ENSG00000222046	1	32674695	32681797	11	5	91261	0.51891	0.30191	DCDC2B
ENSG00000160055	1	32680073	32687972	14	5	91261	-0.53461	0.70354	TMEM234
ENSG00000084623	1	32687529	32697205	13	2	91261	0.05526	0.47797	EIF3I
ENSG00000183615	1	32712834	32714457	2	1	91261	0.30863	0.3788	FAM167B
ENSG00000182866	1	32716840	32751766	33	14	91261	-0.22621	0.58948	LCK
ENSG00000116478	1	32757687	32799236	21	12	91261	0.15234	0.43946	HDAC1
ENSG00000162526	1	32817122	32829913	4	2	91261	1.4302	0.076336	TSSK3
ENSG00000225828	1	32826871	32829879	1	1	91261	0.12895	0.4487	FAM229A
ENSG00000160058	1	32830704	32860332	21	11	91261	-0.89327	0.81414	BSDC1
ENSG00000254553	1	32930658	33066393	272	10	91261	1.6501	0.049461	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	27	6	91261	-0.27778	0.60941	ZBTB8B
ENSG00000160062	1	33005028	33071540	162	9	91261	1.8756	0.030353	ZBTB8A
ENSG00000176261	1	33065773	33116504	118	7	91261	0.79845	0.2123	ZBTB8OS
ENSG00000162521	1	33116743	33151812	73	4	91261	0.65585	0.25596	RBBP4
ENSG00000162520	1	33145507	33169197	46	4	91261	0.43114	0.33318	SYNC
ENSG00000162522	1	33207486	33240571	52	13	91261	1.0122	0.15571	KIAA1522
ENSG00000134684	1	33240840	33283754	70	9	91261	-0.5545	0.71038	YARS
ENSG00000116497	1	33282368	33324476	56	9	91261	0.07399	0.47051	S100PBP
ENSG00000160097	1	33327869	33338083	11	4	91261	0.34361	0.36557	FNDC5
ENSG00000121905	1	33351595	33364042	18	6	91261	-0.32017	0.62558	HPCA
ENSG00000121900	1	33360195	33367039	8	2	91261	0.077288	0.4692	TMEM54
ENSG00000116514	1	33402046	33430286	55	8	91261	-0.17075	0.56779	RNF19B
ENSG00000267885	1	33439268	33439642	1	1	91261	0.6486	0.2583	FKSG48
ENSG00000004455	1	33473585	33546597	97	8	91261	0.025906	0.48967	AK2
ENSG00000142920	1	33546705	33586131	47	11	91261	0.069777	0.47219	ADC
ENSG00000116525	1	33611003	33647660	73	6	91261	1.1306	0.12911	TRIM62
ENSG00000160094	1	33722146	33766320	78	12	91261	0.33635	0.3683	ZNF362
ENSG00000184389	1	33772367	33786699	44	9	91261	-0.62116	0.73275	A3GALT2
ENSG00000134686	1	33789224	33896653	308	20	91261	-0.24827	0.59804	PHC2
ENSG00000121903	1	33938246	33962107	51	7	91261	-1.0063	0.84286	ZSCAN20
ENSG00000121904	1	33979609	34631443	1791	153	91261	-0.76461	0.77775	CSMD2
ENSG00000176256	1	34326076	34330392	8	4	91261	-0.31697	0.62437	HMGB4
ENSG00000142698	1	34632484	34684732	184	24	91261	0.75202	0.22602	C1orf94
ENSG00000163866	1	35178338	35325417	542	63	91261	-0.84792	0.80176	SMIM12
ENSG00000189280	1	35220648	35224113	8	3	91261	0.34196	0.36619	GJB5
ENSG00000189433	1	35225342	35229325	18	9	91261	0.024303	0.49031	GJB4
ENSG00000188910	1	35246790	35251970	16	6	91261	0.54856	0.29165	GJB3
ENSG00000187513	1	35258599	35261348	11	3	91261	-0.038714	0.51544	GJA4
ENSG00000116544	1	35331037	35395186	102	30	91261	0.0064801	0.49741	DLGAP3
ENSG00000271741	1	35447134	35497342	83	4	91261	-0.93046	0.82393	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	8	2	91261	-0.97811	0.83599	ZMYM6NB
ENSG00000163867	1	35449523	35497569	78	4	91261	-0.90796	0.81805	ZMYM6
ENSG00000197056	1	35525387	35581460	68	8	91261	-0.52502	0.70021	ZMYM1
ENSG00000116560	1	35641979	35658749	23	2	91261	-0.45584	0.67575	SFPQ
ENSG00000146463	1	35734568	35887659	170	13	91261	0.089267	0.46443	ZMYM4
ENSG00000142687	1	35899091	36023551	127	15	91261	-1.1268	0.87008	KIAA0319L
ENSG00000020129	1	36023074	36032875	9	2	91261	0.094591	0.46232	NCDN
ENSG00000116819	1	36038971	36060929	20	7	91261	0.090286	0.46403	TFAP2E
ENSG00000126067	1	36067185	36107445	24	7	91261	-0.27361	0.60781	PSMB2
ENSG00000142686	1	36179476	36185073	8	3	91261	0.090191	0.46407	C1orf216
ENSG00000092853	1	36185819	36235568	54	8	91261	-0.75884	0.77603	CLSPN
ENSG00000134698	1	36273773	36323491	63	13	91261	-0.065646	0.52617	AGO4
ENSG00000092847	1	36335409	36395211	53	9	91261	-1.731	0.95827	AGO1
ENSG00000126070	1	36396319	36538101	113	12	91261	-1.1779	0.88058	AGO3
ENSG00000092850	1	36549676	36553876	3	1	91261	0.13095	0.44791	TEKT2
ENSG00000116863	1	36554476	36559533	4	2	91261	-0.045928	0.51832	ADPRHL2
ENSG00000171812	1	36560837	36590821	57	9	91261	-1.1639	0.87777	COL8A2
ENSG00000054116	1	36602173	36615098	21	4	91261	-1.6902	0.9545	TRAPPC3
ENSG00000116871	1	36621180	36646450	29	6	91261	0.12241	0.45129	MAP7D1
ENSG00000054118	1	36690017	36770958	91	8	91261	0.91882	0.17909	THRAP3
ENSG00000214193	1	36771988	36790484	21	6	91261	0.2676	0.3945	SH3D21
ENSG00000142694	1	36787632	36789755	3	1	91261	-0.46798	0.6801	EVA1B
ENSG00000116883	1	36789335	36794822	14	4	91261	0.52913	0.29836	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	58	8	91261	1.2637	0.10317	STK40
ENSG00000181817	1	36856839	36863493	35	5	91261	0.33818	0.36761	LSM10
ENSG00000116885	1	36881428	36916086	143	8	91261	1.2727	0.10156	OSCP1
ENSG00000116898	1	36921319	36930038	38	6	91261	1.4828	0.069063	MRPS15
ENSG00000119535	1	36931644	36948879	40	10	91261	1.1968	0.11569	CSF3R
ENSG00000163873	1	37261128	37499730	478	56	91261	-2.1094	0.98254	GRIK3
ENSG00000163874	1	37940153	37949980	13	5	91261	-0.36595	0.6428	ZC3H12A
ENSG00000163875	1	37958176	37980375	72	12	91261	0.19982	0.42081	MEAF6
ENSG00000163877	1	38000050	38019903	45	10	91261	0.40631	0.34226	SNIP1
ENSG00000163879	1	38022520	38032458	31	8	91261	0.3789	0.35238	DNALI1
ENSG00000134697	1	38032417	38061536	67	11	91261	0.23626	0.40661	GNL2
ENSG00000169218	1	38076951	38100595	67	13	91261	0.24098	0.40478	RSPO1
ENSG00000116922	1	38147242	38157914	35	4	91261	-0.38265	0.64901	C1orf109
ENSG00000134690	1	38158090	38175391	49	9	91261	-0.072382	0.52885	CDCA8
ENSG00000183317	1	38179552	38230805	185	20	91261	2.1219	0.016922	EPHA10
ENSG00000185090	1	38259474	38266809	4	2	91261	0.20342	0.4194	MANEAL
ENSG00000196449	1	38268616	38273857	7	2	91261	-0.44328	0.67122	YRDC
ENSG00000197982	1	38272651	38275126	1	1	91261	-0.9713	0.8343	C1orf122
ENSG00000188786	1	38275239	38325292	80	15	91261	0.29444	0.38421	MTF1
ENSG00000230610	1	38292232	38293886	2	1	91261	-2.0784	0.98117	AL929472.1
ENSG00000204084	1	38326369	38412729	165	19	91261	0.38061	0.35174	INPP5B
ENSG00000183431	1	38422647	38456593	87	10	91261	0.59849	0.27476	SF3A3
ENSG00000183386	1	38462442	38471278	16	8	91261	1.42	0.07781	FHL3
ENSG00000183520	1	38474930	38490496	31	13	91261	1.506	0.066038	UTP11L
ENSG00000185668	1	38509523	38512450	2	1	91261	0.55795	0.28844	POU3F1
ENSG00000116954	1	39303870	39325495	53	12	91261	0.54746	0.29203	RRAGC
ENSG00000214114	1	39328636	39347289	45	9	91261	0.77303	0.21975	MYCBP
ENSG00000131233	1	39330175	39347289	44	8	91261	0.809	0.20926	GJA9
ENSG00000158315	1	39351479	39407471	180	25	91261	0.77063	0.22046	RHBDL2
ENSG00000174574	1	39456895	39471731	51	6	91261	-0.48307	0.68548	AKIRIN1
ENSG00000168653	1	39491990	39500308	30	5	91261	-0.55779	0.71151	NDUFS5
ENSG00000127603	1	39546988	39952849	739	32	91261	-0.41217	0.65989	MACF1
ENSG00000255103	1	39876151	39882154	10	4	91261	-0.57259	0.71654	KIAA0754
ENSG00000183682	1	39957318	39991607	64	13	91261	-0.74071	0.77057	BMP8A
ENSG00000090621	1	40026488	40042462	34	9	91261	-0.0051428	0.50205	PABPC4
ENSG00000163909	1	40089825	40105617	37	13	91261	0.0087419	0.49651	HEYL
ENSG00000116981	1	40124793	40137710	16	5	91261	0.97986	0.16358	NT5C1A
ENSG00000116983	1	40144320	40157361	71	12	91261	-0.21447	0.58491	HPCAL4
ENSG00000084072	1	40157854	40229586	192	35	91261	0.74879	0.22699	PPIE
ENSG00000116985	1	40222854	40254533	103	17	91261	0.37701	0.35308	BMP8B
ENSG00000043514	1	40306723	40349183	114	13	91261	-0.2742	0.60803	TRIT1
ENSG00000116990	1	40361098	40367928	13	6	91261	-0.34311	0.63424	MYCL
ENSG00000168389	1	40420802	40435638	16	8	91261	-0.38336	0.64927	MFSD2A
ENSG00000131236	1	40505905	40538321	111	8	91261	-1.2848	0.90057	CAP1
ENSG00000131238	1	40538379	40563375	88	10	91261	-1.0421	0.85132	PPT1
ENSG00000117000	1	40627045	40706593	92	16	91261	0.7191	0.23604	RLF
ENSG00000188800	1	40711619	40717363	7	4	91261	-0.56974	0.71557	TMCO2
ENSG00000084073	1	40723779	40759856	40	10	91261	0.39463	0.34656	ZMPSTE24
ENSG00000049089	1	40766159	40783488	63	11	91261	0.070181	0.47202	COL9A2
ENSG00000084070	1	40810522	40888998	178	28	91261	0.97651	0.16441	SMAP2
ENSG00000187801	1	40915774	40929390	49	14	91261	-1.0436	0.85166	ZFP69B
ENSG00000187815	1	40942887	40962015	45	9	91261	-0.67707	0.75082	ZFP69
ENSG00000164002	1	40974413	40982228	28	7	91261	0.54336	0.29344	EXO5
ENSG00000117010	1	40997233	41013841	55	8	91261	-0.54462	0.70699	ZNF684
ENSG00000117016	1	41086351	41131329	125	18	91261	0.11713	0.45338	RIMS3
ENSG00000066136	1	41157320	41237275	199	18	91261	0.15113	0.43994	NFYC
ENSG00000117013	1	41249684	41306124	182	38	91261	0.2963	0.3835	KCNQ4
ENSG00000179862	1	41326729	41328018	9	3	91261	1.2077	0.11358	CITED4
ENSG00000171793	1	41445007	41478235	91	19	91261	-1.0526	0.85373	CTPS1
ENSG00000171790	1	41481269	41488909	31	9	91261	-0.79272	0.78603	SLFNL1
ENSG00000010803	1	41492872	41707826	541	22	91261	-1.4574	0.9275	SCMH1
ENSG00000204060	1	41827594	41849262	62	12	91261	0.0817	0.46744	FOXO6
ENSG00000127129	1	41944446	41950344	17	5	91261	-0.84199	0.8001	EDN2
ENSG00000127124	1	41972036	42501596	1325	55	91261	0.45413	0.32487	HIVEP3
ENSG00000044012	1	42619092	42621495	9	4	91261	-1.5479	0.93918	GUCA2B
ENSG00000197273	1	42628362	42630389	4	2	91261	1.2378	0.10789	GUCA2A
ENSG00000198815	1	42642210	42801548	270	12	91261	1.0139	0.15532	FOXJ3
ENSG00000177181	1	42846466	42888249	134	9	91261	-1.1367	0.87217	RIMKLA
ENSG00000066185	1	42896000	42921938	85	8	91261	-0.30717	0.62064	ZMYND12
ENSG00000127125	1	42921788	42939056	32	4	91261	-0.25048	0.59889	PPCS
ENSG00000186409	1	42929001	43120335	561	18	91261	-0.57749	0.7182	CCDC30
ENSG00000171960	1	43124096	43142429	33	8	91261	-0.25891	0.60215	PPIH
ENSG00000065978	1	43148098	43168020	34	10	91261	-0.35066	0.63708	YBX1
ENSG00000164007	1	43198764	43205925	18	5	91261	0.60295	0.27327	CLDN19
ENSG00000117385	1	43212006	43232755	43	11	91261	-0.31971	0.62541	LEPRE1
ENSG00000164008	1	43232940	43263968	44	9	91261	-2.2853	0.98885	C1orf50
ENSG00000177868	1	43272723	43282954	23	7	91261	-1.243	0.89306	CCDC23
ENSG00000164010	1	43282795	43310660	44	11	91261	-1.7152	0.95684	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	91261	0.38584	0.34981	ZNF691
ENSG00000117394	1	43391052	43424530	111	14	91261	1.0987	0.13596	SLC2A1
ENSG00000186973	1	43610824	43622067	43	8	91261	-0.4682	0.68018	FAM183A
ENSG00000117395	1	43629846	43736607	382	30	91261	0.28477	0.38791	EBNA1BP2
ENSG00000243710	1	43637820	43720029	304	25	91261	0.38319	0.35079	WDR65
ENSG00000179178	1	43735665	43739673	10	6	91261	0.088548	0.46472	TMEM125
ENSG00000253313	1	43747554	43751288	6	3	91261	-0.97537	0.83531	C1orf210
ENSG00000066056	1	43766664	43788779	31	4	91261	0.63494	0.26273	TIE1
ENSG00000117400	1	43803478	43818443	14	4	91261	-0.44357	0.67132	MPL
ENSG00000117399	1	43824626	43828874	5	3	91261	0.086351	0.46559	CDC20
ENSG00000066322	1	43829068	43833696	8	5	91261	-0.42234	0.66361	ELOVL1
ENSG00000159479	1	43849588	43855479	4	2	91261	0.3115	0.37771	MED8
ENSG00000198198	1	43855553	43918321	95	9	91261	-0.034074	0.51359	SZT2
ENSG00000178922	1	43916824	43919660	7	3	91261	-1.3447	0.91064	HYI
ENSG00000142949	1	43990858	44089343	238	18	91261	-0.80718	0.79022	PTPRF
ENSG00000066135	1	44115829	44171186	82	13	91261	-0.91894	0.82094	KDM4A
ENSG00000126091	1	44171495	44396831	488	24	91261	-1.2882	0.90116	ST3GAL3
ENSG00000117407	1	44398992	44402913	10	3	91261	-0.92234	0.82182	ARTN
ENSG00000117408	1	44412611	44433694	32	5	91261	-0.35567	0.63896	IPO13
ENSG00000132768	1	44435672	44439041	3	1	91261	0.58697	0.27861	DPH2
ENSG00000117410	1	44440159	44443967	8	4	91261	0.21725	0.41401	ATP6V0B
ENSG00000117411	1	44444615	44456840	19	5	91261	0.065654	0.47383	B4GALT2
ENSG00000159214	1	44457031	44462200	9	3	91261	-0.64089	0.7392	CCDC24
ENSG00000196517	1	44457172	44497139	77	16	91261	-0.084346	0.53361	SLC6A9
ENSG00000171872	1	44584522	44600812	44	10	91261	0.61036	0.27081	KLF17
ENSG00000178028	1	44679127	44686353	10	4	91261	-0.41487	0.66088	DMAP1
ENSG00000117419	1	44686742	44820932	202	21	91261	0.44738	0.3273	ERI3
ENSG00000187147	1	44870866	45117396	660	75	91261	-1.1938	0.88373	RNF220
ENSG00000126106	1	45100910	45140227	81	7	91261	-0.90334	0.81683	TMEM53
ENSG00000198520	1	45140364	45191263	84	26	91261	-0.29275	0.61514	C1orf228
ENSG00000142945	1	45205490	45233439	56	8	91261	0.64322	0.26004	KIF2C
ENSG00000142937	1	45240923	45244451	6	3	91261	-1.741	0.95916	RPS8
ENSG00000142959	1	45249257	45253377	2	1	91261	-0.53544	0.70383	BEST4
ENSG00000173846	1	45265897	45271662	9	3	91261	0.24088	0.40483	PLK3
ENSG00000188396	1	45271585	45272957	4	2	91261	1.1783	0.11934	TCTEX1D4
ENSG00000222009	1	45274154	45281257	13	3	91261	-0.58576	0.72098	BTBD19
ENSG00000117425	1	45285516	45308735	49	7	91261	0.78608	0.21591	PTCH2
ENSG00000070785	1	45316450	45452282	338	13	91261	0.13305	0.44708	EIF2B3
ENSG00000126107	1	45468212	45477001	20	4	91261	0.55146	0.29066	HECTD3
ENSG00000126088	1	45477819	45481247	6	2	91261	0.55379	0.28986	UROD
ENSG00000162415	1	45482071	45771881	531	20	91261	0.059786	0.47616	ZSWIM5
ENSG00000132781	1	45794835	45806142	16	7	91261	-0.70262	0.75885	MUTYH
ENSG00000132773	1	45805342	45809647	5	3	91261	-1.1949	0.88394	TOE1
ENSG00000070759	1	45809555	45956872	223	16	91261	-1.2915	0.90173	TESK2
ENSG00000236624	1	45959538	45965751	8	3	91261	-1.7951	0.96368	CCDC163P
ENSG00000132763	1	45965725	45976739	19	5	91261	-1.6018	0.9454	MMACHC
ENSG00000117450	1	45976708	45988719	38	5	91261	-1.511	0.93461	PRDX1
ENSG00000117448	1	46016215	46035721	37	6	91261	-1.4516	0.9267	AKR1A1
ENSG00000132780	1	46049518	46084566	45	5	91261	-1.2412	0.89273	NASP
ENSG00000159588	1	46085716	46089729	9	2	91261	-0.52831	0.70136	CCDC17
ENSG00000159592	1	46092976	46153785	119	7	91261	-0.44994	0.67362	GPBP1L1
ENSG00000159596	1	46152886	46160115	13	2	91261	0.23831	0.40582	TMEM69
ENSG00000197429	1	46159996	46216322	106	6	91261	-0.48767	0.68711	IPP
ENSG00000086015	1	46252659	46501796	490	14	91261	-0.35506	0.63873	MAST2
ENSG00000117461	1	46505812	46642160	219	16	91261	-0.4668	0.67968	PIK3R3
ENSG00000117472	1	46640745	46651630	12	4	91261	-0.10579	0.54212	TSPAN1
ENSG00000085998	1	46654354	46685977	46	9	91261	-0.031658	0.51263	POMGNT1
ENSG00000171357	1	46669006	46686933	23	8	91261	0.3534	0.36189	LURAP1
ENSG00000085999	1	46713360	46744145	36	11	91261	-0.57387	0.71697	RAD54L
ENSG00000132128	1	46726868	46769280	39	11	91261	-0.31702	0.62439	LRRC41
ENSG00000173660	1	46769303	46782448	20	7	91261	-0.56977	0.71558	UQCRH
ENSG00000117481	1	46805849	46830824	173	4	91261	0.63522	0.26264	NSUN4
ENSG00000117480	1	46859937	46879520	30	7	91261	0.65061	0.25765	FAAH
ENSG00000197587	1	46972668	46979898	19	5	91261	0.47378	0.31783	DMBX1
ENSG00000162456	1	47011316	47017199	15	4	91261	1.96	0.024997	KNCN
ENSG00000079277	1	47023090	47082515	122	14	91261	1.0337	0.15064	MKNK1
ENSG00000142961	1	47073387	47082563	19	3	91261	1.6038	0.054374	MOB3C
ENSG00000123472	1	47098409	47139539	73	4	91261	-0.47208	0.68156	ATPAF1
ENSG00000159658	1	47124366	47184824	115	7	91261	-0.64782	0.74145	EFCAB14
ENSG00000186118	1	47134527	47139266	6	2	91261	-1.0996	0.86424	TEX38
ENSG00000142973	1	47223510	47285085	152	25	91261	1.2958	0.097521	CYP4B1
ENSG00000187048	1	47394849	47407156	29	4	91261	1.5449	0.06119	CYP4A11
ENSG00000186377	1	47427036	47516423	175	16	91261	2.8103	0.0024746	CYP4X1
ENSG00000186160	1	47533160	47583991	127	5	91261	2.0649	0.019466	CYP4Z1
ENSG00000162365	1	47603107	47615413	41	5	91261	1.4001	0.080742	CYP4A22
ENSG00000162366	1	47649265	47656716	15	7	91261	0.56407	0.28635	PDZK1IP1
ENSG00000162367	1	47681962	47697892	33	7	91261	1.2238	0.11052	TAL1
ENSG00000123473	1	47715811	47779819	148	9	91261	-0.093839	0.53738	STIL
ENSG00000162368	1	47799469	47844511	103	10	91261	0.41652	0.33852	CMPK1
ENSG00000186790	1	47881744	47883723	4	2	91261	2.8406	0.0022518	FOXE3
ENSG00000186564	1	47901689	47906363	7	3	91261	-0.84876	0.80199	FOXD2
ENSG00000269113	1	48226200	48462567	602	30	91261	0.35662	0.36069	TRABD2B
ENSG00000273395	1	48226979	48227290	2	1	91261	-1.0823	0.86045	FLJ00388
ENSG00000117834	1	48688357	48714316	43	9	91261	0.040899	0.48369	SLC5A9
ENSG00000132122	1	48761044	48937845	317	27	91261	-0.42872	0.66594	SPATA6
ENSG00000186094	1	48998527	50489585	2074	52	91261	0.63447	0.26289	AGBL4
ENSG00000162373	1	49193195	49242641	81	15	91261	-0.70932	0.76094	BEND5
ENSG00000227839	1	50459990	50461874	2	1	91261	1.3382	0.090408	AL645730.2
ENSG00000162374	1	50513686	50669458	192	32	91261	0.1368	0.4456	ELAVL4
